Case_ID,Activity,Timestamp,User,T_Code,Document_Number,Document_Type,Company_Code,Plant,Purchasing_Group,Material_Group,Vendor,Vendor_Name,Net_Value,Currency
PR-1000045666,Goods Receipt Posted,2024-10-28T17:31:05,USR_WH03,MIGO,5000078946,WE,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045695,Purchase Order Released,2024-10-28T17:32:20,USR_APPR02,ME28,4500012371,NB,1000,1100,100,003,1000000345,Gamma Supplies,98976.75,RUB
PR-1000045652,Purchase Order Created,2024-10-29T08:08:04,USR_BUYER02,ME21N,4500012338,NB,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045609,Goods Receipt Posted,2024-10-29T10:04:38,USR_WH01,MIGO,5000078905,WE,1000,1100,100,005,1000000789,Eta Services,1010356.22,RUB
PR-1000045615,Purchase Order Created,2024-10-29T11:26:42,USR_BUYER04,ME21N,4500012310,NB,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045685,Purchase Requisition Created,2024-10-29T11:40:47,USR_REQ03,ME51N,1000045685,NB,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045687,Purchase Requisition Created,2024-10-29T14:05:40,USR_REQ09,ME51N,1000045687,NB,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045676,Quotation Received,2024-10-29T15:51:18,USR_BUYER01,ME47,1000045677,AN,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045659,Invoice Receipt Posted,2024-10-29T16:31:45,USR_AP03,MIRO,5100034541,RE,2000,2100,200,002,1000000234,Beta Office LLC,241783.70,RUB
PR-1000045666,Goods Receipt Reversal,2024-10-30T08:29:08,USR_WH03,MIGO,5000078946,WE,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045650,Purchase Requisition Released,2024-10-30T08:48:41,USR_APPR01,ME54N,1000045650,NB,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045692,Purchase Order Released,2024-10-30T09:05:10,USR_APPR03,ME28,4500012369,NB,1000,1100,300,001,1000000567,Epsilon Software,4207836.72,RUB
PR-1000045670,Invoice Verified,2024-10-30T11:44:38,USR_AP03,MIR7,5100034549,RE,1000,1200,300,002,1000000789,Eta Services,47557.52,RUB
PR-1000045675,Invoice Receipt Posted,2024-10-30T12:00:25,USR_AP02,MIRO,5100034554,RE,1000,1200,100,003,1000000456,Delta Logistics,62855.23,RUB
PR-1000045653,Goods Receipt Posted,2024-10-30T13:29:51,USR_WH03,MIGO,5000078937,WE,1000,1200,300,004,1000000567,Epsilon Software,4009843.73,RUB
PR-1000045601,Purchase Order Released,2024-10-30T13:38:16,USR_APPR01,ME28,4500012301,NB,2000,2100,100,001,1000000678,Zeta Industrial,1582127.25,RUB
PR-1000045667,Purchase Requisition Created,2024-10-30T14:05:43,USR_REQ09,ME51N,1000045667,NB,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045667,Purchase Requisition Released,2024-10-31T13:07:11,USR_APPR03,ME54N,1000045667,NB,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045627,Invoice Receipt Posted,2024-10-31T14:03:12,USR_AP03,MIRO,5100034519,RE,2000,2100,200,003,1000000234,Beta Office LLC,261275.02,RUB
PR-1000045609,Invoice Receipt Posted,2024-10-31T14:07:56,USR_AP03,MIRO,5100034505,RE,1000,1100,100,005,1000000789,Eta Services,1010356.22,RUB
PR-1000045676,Purchase Order Created,2024-10-31T15:08:40,USR_BUYER03,ME21N,4500012357,NB,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045659,Invoice Verified,2024-10-31T15:52:01,USR_AP02,MIR7,5100034541,RE,2000,2100,200,002,1000000234,Beta Office LLC,241783.70,RUB
PR-1000045685,Purchase Requisition Released,2024-10-31T17:43:28,USR_APPR01,ME54N,1000045685,NB,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045685,RFQ Created,2024-11-01T09:08:48,USR_BUYER01,ME41,1000045686,AN,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045615,Purchase Order Released,2024-11-01T10:39:36,USR_APPR02,ME28,4500012310,NB,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045681,Invoice Receipt Posted,2024-11-01T11:27:06,USR_AP03,MIRO,5100034559,RE,1000,1100,200,005,1000000567,Epsilon Software,246160.91,RUB
PR-1000045676,Purchase Order Released,2024-11-01T12:42:09,USR_APPR03,ME28,4500012357,NB,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045652,Purchase Order Released,2024-11-01T13:23:24,USR_APPR03,ME28,4500012338,NB,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045650,RFQ Created,2024-11-01T13:55:49,USR_BUYER01,ME41,1000045651,AN,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045607,Quotation Received,2024-11-01T15:15:50,USR_BUYER04,ME47,1000045608,AN,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045604,Invoice Receipt Posted,2024-11-01T15:33:16,USR_AP03,MIRO,5100034502,RE,1000,1200,200,001,1000000234,Beta Office LLC,335456.73,RUB
PR-1000045646,Goods Receipt Posted,2024-11-01T17:08:55,USR_WH02,MIGO,5000078931,WE,1000,1100,200,004,1000000234,Beta Office LLC,1205287.55,RUB
PR-1000045687,Purchase Requisition Released,2024-11-01T17:09:17,USR_APPR01,ME54N,1000045687,NB,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045663,Purchase Requisition Released,2024-11-01T17:14:34,USR_APPR03,ME54N,1000045663,NB,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045609,Invoice Verified,2024-11-01T17:38:02,USR_AP03,MIR7,5100034505,RE,1000,1100,100,005,1000000789,Eta Services,1010356.22,RUB
PR-1000045653,Invoice Receipt Posted,2024-11-01T17:56:05,USR_AP01,MIRO,5100034537,RE,1000,1200,300,004,1000000567,Epsilon Software,4009843.73,RUB
PR-1000045672,Purchase Requisition Created,2024-11-03T08:34:35,USR_REQ07,ME51N,1000045672,NB,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045604,Invoice Verified,2024-11-04T09:43:56,USR_AP03,MIR7,5100034502,RE,1000,1200,200,001,1000000234,Beta Office LLC,335456.73,RUB
PR-1000045663,RFQ Created,2024-11-04T10:26:56,USR_BUYER02,ME41,1000045664,AN,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045665,Purchase Requisition Created,2024-11-04T11:00:16,USR_REQ07,ME51N,1000045665,NB,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045675,Invoice Verified,2024-11-04T14:51:55,USR_AP02,MIR7,5100034554,RE,1000,1200,100,003,1000000456,Delta Logistics,62855.23,RUB
PR-1000045646,Invoice Receipt Posted,2024-11-04T15:55:23,USR_AP03,MIRO,5100034532,RE,1000,1100,200,004,1000000234,Beta Office LLC,1205287.55,RUB
PR-1000045667,RFQ Created,2024-11-04T16:08:46,USR_BUYER02,ME41,1000045668,AN,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045627,Invoice Verified,2024-11-04T17:48:31,USR_AP03,MIR7,5100034519,RE,2000,2100,200,003,1000000234,Beta Office LLC,261275.02,RUB
PR-1000045687,RFQ Created,2024-11-05T09:32:58,USR_BUYER02,ME41,1000045688,AN,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045655,Purchase Requisition Created,2024-11-05T09:33:09,USR_REQ05,ME51N,1000045655,NB,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045607,Purchase Order Created,2024-11-05T11:06:06,USR_BUYER04,ME21N,4500012305,NB,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045697,Purchase Requisition Created,2024-11-05T13:11:45,USR_REQ09,ME51N,1000045697,NB,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045609,Payment Run Executed,2024-11-05T14:42:37,USR_AP03,F110,1500023405,ZP,1000,1100,100,005,1000000789,Eta Services,1010356.22,RUB
PR-1000045653,Invoice Verified,2024-11-05T14:45:46,USR_AP02,MIR7,5100034537,RE,1000,1200,300,004,1000000567,Epsilon Software,4009843.73,RUB
PR-1000045670,Payment Run Executed,2024-11-05T14:58:15,USR_AP03,F110,1500023448,ZP,1000,1200,300,002,1000000789,Eta Services,47557.52,RUB
PR-1000045638,Payment Run Executed,2024-11-05T15:14:54,USR_AP01,F110,1500023426,ZP,2000,2100,100,004,1000000456,Delta Logistics,248804.67,RUB
PR-1000045670,Payment Completed,2024-11-05T15:44:15,USR_AP02,F110,1500023448,ZP,1000,1200,300,002,1000000789,Eta Services,47557.52,RUB
PR-1000045665,Purchase Requisition Released,2024-11-05T15:48:17,USR_APPR02,ME54N,1000045665,NB,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045609,Payment Completed,2024-11-05T15:53:37,USR_AP02,F110,1500023405,ZP,1000,1100,100,005,1000000789,Eta Services,1010356.22,RUB
PR-1000045638,Payment Completed,2024-11-05T16:03:54,USR_AP03,F110,1500023426,ZP,2000,2100,100,004,1000000456,Delta Logistics,248804.67,RUB
PR-1000045657,Goods Receipt Posted,2024-11-05T16:12:23,USR_WH03,MIGO,5000078940,WE,1000,1200,100,002,1000000789,Eta Services,3141822.97,RUB
PR-1000045646,Invoice Verified,2024-11-05T16:54:07,USR_AP02,MIR7,5100034532,RE,1000,1100,200,004,1000000234,Beta Office LLC,1205287.55,RUB
PR-1000045603,Payment Run Executed,2024-11-07T08:14:52,USR_AP01,F110,1500023401,ZP,2000,2100,200,005,1000000123,Alpha Technologies,228871.92,RUB
PR-1000045649,Purchase Order Created,2024-11-07T08:24:55,USR_BUYER04,ME21N,4500012336,NB,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045603,Payment Completed,2024-11-07T10:02:52,USR_AP02,F110,1500023401,ZP,2000,2100,200,005,1000000123,Alpha Technologies,228871.92,RUB
PR-1000045646,Payment Run Executed,2024-11-07T10:17:28,USR_AP03,F110,1500023431,ZP,1000,1100,200,004,1000000234,Beta Office LLC,1205287.55,RUB
PR-1000045646,Payment Completed,2024-11-07T10:40:28,USR_AP02,F110,1500023431,ZP,1000,1100,200,004,1000000234,Beta Office LLC,1205287.55,RUB
PR-1000045607,Purchase Order Released,2024-11-07T14:26:29,USR_APPR03,ME28,4500012305,NB,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045644,Goods Receipt Posted,2024-11-07T16:50:47,USR_WH01,MIGO,5000078929,WE,2000,2100,200,005,1000000678,Zeta Industrial,367854.81,RUB
PR-1000045665,Purchase Order Created,2024-11-07T17:46:36,USR_BUYER01,ME21N,4500012347,NB,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045657,Invoice Receipt Posted,2024-11-08T09:24:32,USR_AP02,MIRO,5100034540,RE,1000,1200,100,002,1000000789,Eta Services,3141822.97,RUB
PR-1000045659,Payment Run Executed,2024-11-08T09:26:37,USR_AP02,F110,1500023440,ZP,2000,2100,200,002,1000000234,Beta Office LLC,241783.70,RUB
PR-1000045659,Payment Completed,2024-11-08T11:12:37,USR_AP03,F110,1500023440,ZP,2000,2100,200,002,1000000234,Beta Office LLC,241783.70,RUB
PR-1000045650,Quotation Received,2024-11-08T12:07:51,USR_BUYER03,ME47,1000045651,AN,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045631,Quotation Received,2024-11-08T12:42:00,USR_BUYER04,ME47,1000045632,AN,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045649,Purchase Order Released,2024-11-08T14:23:16,USR_APPR03,ME28,4500012336,NB,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045633,Goods Receipt Posted,2024-11-08T16:56:23,USR_WH03,MIGO,5000078922,WE,1000,1100,300,001,1000000567,Epsilon Software,485553.98,RUB
PR-1000045697,Purchase Requisition Released,2024-11-08T17:50:22,USR_APPR01,ME54N,1000045697,NB,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045679,Purchase Requisition Created,2024-11-11T13:35:27,USR_REQ08,ME51N,1000045679,NB,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045665,Purchase Order Released,2024-11-11T13:44:15,USR_APPR01,ME28,4500012347,NB,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045697,Purchase Order Created,2024-11-11T14:19:46,USR_BUYER03,ME21N,4500012373,NB,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045672,Purchase Requisition Released,2024-11-12T08:33:46,USR_APPR02,ME54N,1000045672,NB,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045694,Goods Receipt Posted,2024-11-12T10:05:57,USR_WH02,MIGO,5000078969,WE,2000,2100,100,001,1000000456,Delta Logistics,4092762.87,RUB
PR-1000045697,Purchase Order Released,2024-11-12T10:46:00,USR_APPR03,ME28,4500012373,NB,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045685,Quotation Received,2024-11-12T14:22:27,USR_BUYER03,ME47,1000045686,AN,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045679,Purchase Requisition Released,2024-11-12T14:40:11,USR_APPR01,ME54N,1000045679,NB,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045631,Purchase Order Created,2024-11-12T16:10:04,USR_BUYER04,ME21N,4500012323,NB,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045692,Goods Receipt Posted,2024-11-12T17:02:13,USR_WH02,MIGO,5000078968,WE,1000,1100,300,001,1000000567,Epsilon Software,4207836.72,RUB
PR-1000045694,Invoice Receipt Posted,2024-11-13T08:29:03,USR_AP01,MIRO,5100034568,RE,2000,2100,100,001,1000000456,Delta Logistics,4092762.87,RUB
PR-1000045611,Purchase Requisition Created,2024-11-13T09:34:13,USR_REQ09,ME51N,1000045611,NB,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045685,Purchase Order Created,2024-11-13T11:17:41,USR_BUYER01,ME21N,4500012365,NB,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045690,Goods Receipt Posted,2024-11-13T12:06:13,USR_WH03,MIGO,5000078967,WE,1000,1100,300,004,1000000234,Beta Office LLC,2431529.03,RUB
PR-1000045657,Invoice Verified,2024-11-13T12:52:39,USR_AP03,MIR7,5100034540,RE,1000,1200,100,002,1000000789,Eta Services,3141822.97,RUB
PR-1000045644,Invoice Receipt Posted,2024-11-13T17:41:12,USR_AP02,MIRO,5100034530,RE,2000,2100,200,005,1000000678,Zeta Industrial,367854.81,RUB
PR-1000045627,Payment Run Executed,2024-11-14T08:13:17,USR_AP03,F110,1500023418,ZP,2000,2100,200,003,1000000234,Beta Office LLC,261275.02,RUB
PR-1000045672,Purchase Order Created,2024-11-14T08:32:52,USR_BUYER04,ME21N,4500012353,NB,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045627,Payment Completed,2024-11-14T08:34:17,USR_AP02,F110,1500023418,ZP,2000,2100,200,003,1000000234,Beta Office LLC,261275.02,RUB
PR-1000045607,Goods Receipt Posted,2024-11-14T09:03:25,USR_WH03,MIGO,5000078904,WE,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045692,Invoice Receipt Posted,2024-11-14T09:45:15,USR_AP02,MIRO,5100034567,RE,1000,1100,300,001,1000000567,Epsilon Software,4207836.72,RUB
PR-1000045675,Payment Run Executed,2024-11-14T13:27:52,USR_AP03,F110,1500023453,ZP,1000,1200,100,003,1000000456,Delta Logistics,62855.23,RUB
PR-1000045618,Purchase Requisition Created,2024-11-14T13:48:57,USR_REQ08,ME51N,1000045618,NB,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045679,Purchase Order Created,2024-11-14T14:01:47,USR_BUYER05,ME21N,4500012359,NB,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045675,Payment Completed,2024-11-14T14:48:52,USR_AP01,F110,1500023453,ZP,1000,1200,100,003,1000000456,Delta Logistics,62855.23,RUB
PR-1000045666,Goods Receipt Posted,2024-11-14T15:36:03,USR_WH03,MIGO,5000078947,WE,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045685,Purchase Order Released,2024-11-14T16:38:38,USR_APPR03,ME28,4500012365,NB,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045631,Purchase Order Released,2024-11-14T17:19:40,USR_APPR02,ME28,4500012323,NB,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045672,Purchase Order Released,2024-11-15T09:58:06,USR_APPR03,ME28,4500012353,NB,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045633,Invoice Receipt Posted,2024-11-15T12:53:10,USR_AP02,MIRO,5100034523,RE,1000,1100,300,001,1000000567,Epsilon Software,485553.98,RUB
PR-1000045649,Goods Receipt Posted,2024-11-15T13:50:04,USR_WH02,MIGO,5000078934,WE,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045690,Invoice Receipt Posted,2024-11-15T14:31:03,USR_AP01,MIRO,5100034566,RE,1000,1100,300,004,1000000234,Beta Office LLC,2431529.03,RUB
PR-1000045679,Purchase Order Released,2024-11-15T15:37:27,USR_APPR02,ME28,4500012359,NB,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045669,Purchase Requisition Created,2024-11-15T17:38:49,USR_REQ06,ME51N,1000045669,NB,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045680,Purchase Requisition Created,2024-11-16T10:20:07,USR_REQ04,ME51N,1000045680,NB,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045667,Quotation Received,2024-11-18T08:19:29,USR_BUYER05,ME47,1000045668,AN,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045689,Purchase Order Created,2024-11-18T09:31:29,USR_BUYER05,ME21N,4500012367,NB,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045630,Purchase Requisition Created,2024-11-18T09:55:54,USR_REQ08,ME51N,1000045630,NB,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045655,Purchase Requisition Released,2024-11-18T10:20:59,USR_APPR03,ME54N,1000045655,NB,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045669,Purchase Requisition Released,2024-11-18T12:56:09,USR_APPR03,ME54N,1000045669,NB,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045634,Purchase Requisition Created,2024-11-18T13:06:43,USR_REQ04,ME51N,1000045634,NB,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045696,Purchase Requisition Created,2024-11-18T13:58:37,USR_REQ01,ME51N,1000045696,NB,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045676,Goods Receipt Posted,2024-11-18T14:04:28,USR_WH03,MIGO,5000078956,WE,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045650,Goods Receipt Posted,2024-11-18T14:47:28,USR_WH02,MIGO,5000078935,WE,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045653,Payment Run Executed,2024-11-18T14:49:26,USR_AP03,F110,1500023436,ZP,1000,1200,300,004,1000000567,Epsilon Software,4009843.73,RUB
PR-1000045663,Quotation Received,2024-11-18T14:50:31,USR_BUYER02,ME47,1000045664,AN,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045694,Invoice Verified,2024-11-18T14:52:46,USR_AP02,MIR7,5100034568,RE,2000,2100,100,001,1000000456,Delta Logistics,4092762.87,RUB
PR-1000045653,Payment Completed,2024-11-18T15:03:26,USR_AP01,F110,1500023436,ZP,1000,1200,300,004,1000000567,Epsilon Software,4009843.73,RUB
PR-1000045622,Goods Receipt Posted,2024-11-18T15:41:45,USR_WH02,MIGO,5000078914,WE,2000,2100,300,004,1000000345,Gamma Supplies,4344192.48,RUB
PR-1000045692,Invoice Verified,2024-11-18T16:03:43,USR_AP02,MIR7,5100034567,RE,1000,1100,300,001,1000000567,Epsilon Software,4207836.72,RUB
PR-1000045662,Purchase Requisition Created,2024-11-18T16:24:57,USR_REQ07,ME51N,1000045662,NB,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045615,Goods Receipt Posted,2024-11-18T16:53:00,USR_WH02,MIGO,5000078909,WE,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045607,Invoice Receipt Posted,2024-11-19T09:15:12,USR_AP01,MIRO,5100034504,RE,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045649,Invoice Receipt Posted,2024-11-19T09:49:37,USR_AP03,MIRO,5100034534,RE,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045613,Purchase Order Created,2024-11-19T10:27:08,USR_BUYER01,ME21N,4500012308,NB,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045633,Invoice Verified,2024-11-19T12:47:55,USR_AP02,MIR7,5100034523,RE,1000,1100,300,001,1000000567,Epsilon Software,485553.98,RUB
PR-1000045655,Purchase Order Created,2024-11-19T13:33:57,USR_BUYER03,ME21N,4500012340,NB,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045669,Purchase Order Created,2024-11-19T14:19:17,USR_BUYER01,ME21N,4500012350,NB,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045630,Purchase Requisition Released,2024-11-19T16:58:29,USR_APPR01,ME54N,1000045630,NB,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045663,Purchase Order Created,2024-11-20T08:00:19,USR_BUYER05,ME21N,4500012346,NB,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045689,Purchase Order Released,2024-11-20T08:31:54,USR_APPR03,ME28,4500012367,NB,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045634,Purchase Requisition Released,2024-11-20T08:39:56,USR_APPR03,ME54N,1000045634,NB,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045662,Purchase Requisition Released,2024-11-20T10:18:02,USR_APPR02,ME54N,1000045662,NB,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045690,Invoice Verified,2024-11-20T12:05:02,USR_AP01,MIR7,5100034566,RE,1000,1100,300,004,1000000234,Beta Office LLC,2431529.03,RUB
PR-1000045655,Purchase Order Released,2024-11-20T12:12:40,USR_APPR03,ME28,4500012340,NB,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045666,Invoice Receipt Posted,2024-11-20T12:46:01,USR_AP02,MIRO,5100034546,RE,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045630,Purchase Order Created,2024-11-20T14:55:41,USR_BUYER02,ME21N,4500012322,NB,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045667,Purchase Order Created,2024-11-20T16:24:52,USR_BUYER02,ME21N,4500012349,NB,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045650,Purchase Order Created,2024-11-21T10:31:44,USR_BUYER04,ME21N,4500012337,NB,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045615,Invoice Receipt Posted,2024-11-21T11:27:50,USR_AP03,MIRO,5100034510,RE,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045674,Purchase Requisition Created,2024-11-21T11:45:04,USR_REQ02,ME51N,1000045674,NB,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045604,Payment Run Executed,2024-11-21T12:49:41,USR_AP02,F110,1500023402,ZP,1000,1200,200,001,1000000234,Beta Office LLC,335456.73,RUB
PR-1000045604,Payment Completed,2024-11-21T13:08:41,USR_AP02,F110,1500023402,ZP,1000,1200,200,001,1000000234,Beta Office LLC,335456.73,RUB
PR-1000045696,Purchase Requisition Released,2024-11-21T13:36:36,USR_APPR01,ME54N,1000045696,NB,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045613,Purchase Order Released,2024-11-21T13:57:59,USR_APPR01,ME28,4500012308,NB,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045662,Purchase Order Created,2024-11-21T13:59:28,USR_BUYER03,ME21N,4500012345,NB,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045667,Purchase Order Released,2024-11-21T15:22:09,USR_APPR02,ME28,4500012349,NB,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045630,Purchase Order Released,2024-11-21T15:50:16,USR_APPR02,ME28,4500012322,NB,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045687,Quotation Received,2024-11-21T16:20:25,USR_BUYER05,ME47,1000045688,AN,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045622,Invoice Receipt Posted,2024-11-22T08:05:18,USR_AP01,MIRO,5100034515,RE,2000,2100,300,004,1000000345,Gamma Supplies,4344192.48,RUB
PR-1000045666,Invoice Verified,2024-11-22T08:47:13,USR_AP03,MIR7,5100034546,RE,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045679,Goods Receipt Posted,2024-11-22T11:13:17,USR_WH03,MIGO,5000078958,WE,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045681,Invoice Blocked,2024-11-22T11:19:55,USR_AP01,MRBR,5100034559,RE,1000,1100,200,005,1000000567,Epsilon Software,246160.91,RUB
PR-1000045687,Purchase Order Created,2024-11-22T12:44:27,USR_BUYER02,ME21N,4500012366,NB,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045607,Invoice Verified,2024-11-22T15:08:27,USR_AP01,MIR7,5100034504,RE,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045696,Purchase Order Created,2024-11-22T15:34:19,USR_BUYER02,ME21N,4500012372,NB,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045676,Invoice Receipt Posted,2024-11-22T17:25:34,USR_AP03,MIRO,5100034555,RE,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045669,Purchase Order Released,2024-11-22T17:56:47,USR_APPR01,ME28,4500012350,NB,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045624,Purchase Requisition Created,2024-11-25T08:09:09,USR_REQ10,ME51N,1000045624,NB,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045645,Purchase Requisition Created,2024-11-25T09:21:06,USR_REQ09,ME51N,1000045645,NB,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045663,Purchase Order Released,2024-11-25T09:59:21,USR_APPR02,ME28,4500012346,NB,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045695,Goods Receipt Posted,2024-11-25T10:01:20,USR_WH03,MIGO,5000078970,WE,1000,1100,100,003,1000000345,Gamma Supplies,98976.75,RUB
